City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,cacequi,-29.8836,-54.825,12.65,76,0,3.65,BR,1696201069
284,severobaykal'sk,55.65,109.3167,1.39,73,57,3.57,RU,1696200842
285,malango,-2.9627,119.9001,20.67,94,94,0.1,ID,1696201070
286,gornozavodsk,58.3758,58.3211,9.66,80,98,4.08,RU,1696201070
287,kostyantynivka,48.5277,37.7069,17.22,44,34,1.76,UA,1696201070
288,siauliai,55.9333,23.3167,10.01,93,4,4.12,LT,1696201070
289,turan,16.0678,108.2208,24.99,100,20,0.0,VN,1696201070
290,pampa,35.5362,-100.9599,28.08,43,91,10.02,US,1696201070
291,kayangel,8.0823,134.7173,28.23,77,21,1.72,PW,1696201070
292,tinajo,29.0788,-13.7081,25.49,69,0,2.06,ES,1696201070
293,pimentel,-6.8367,-79.9342,24.16,64,20,7.72,PE,1696201070
294,igrim,63.1906,64.4162,10.57,83,96,4.47,RU,1696201071
295,shahrak,34.1074,64.3052,3.85,50,0,1.14,AF,1696201071
296,ujkigyos,46.5833,21.0333,10.08,55,49,2.17,HU,1696201071
297,mishelevka,52.8575,103.1719,1.16,85,82,1.41,RU,1696201071
298,vengerovo,55.6848,76.7471,2.31,64,20,2.94,RU,1696201071
299,kralendijk,12.15,-68.2667,30.99,70,0,4.63,BQ,1696201071
300,fayroz koh,34.5195,65.2509,4.24,49,0,0.69,AF,1696201071
301,port-vila,-17.7338,168.3219,25.78,61,20,6.69,VU,1696201071
302,kapuskasing,49.4169,-82.4331,19.05,72,75,4.63,CA,1696201072
303,dunedin,-45.8742,170.5036,18.37,34,13,9.37,NZ,1696201072
304,watford city,47.8022,-103.2832,18.92,100,100,3.09,US,1696201072
305,gizo,-8.103,156.8419,27.82,80,76,7.65,SB,1696200844
306,taksimo,56.3444,114.8794,5.95,73,100,0.45,RU,1696201072
307,toyooka,35.5333,134.8333,19.94,62,87,2.92,JP,1696201072
308,tobruk,32.0836,23.9764,23.49,64,0,4.61,LY,1696201072
309,sogndal,61.2283,7.1003,9.21,93,100,0.51,NO,1696201072
310,trashi yangtse,27.6116,91.498,17.74,88,83,1.13,BT,1696201072
311,tanout,14.9709,8.8879,26.48,49,31,2.28,NE,1696200876
312,princeville,45.7668,-61.2985,14.32,91,0,0.0,CA,1696201073
313,okhotsk,59.3833,143.3,6.18,82,95,1.2,RU,1696201073
314,kabwe,-14.4469,28.4464,23.85,37,10,2.75,ZM,1696201073
315,san antonio de pale,-1.4014,5.6325,25.11,83,76,5.05,GQ,1696200840
316,bandarbeyla,9.4942,50.8122,25.57,88,22,5.77,SO,1696200835
317,flying fish cove,-10.4217,105.6791,23.82,83,75,5.66,CX,1696201073
318,mikhaylovka,50.06,43.2379,12.61,48,96,3.03,RU,1696201073
319,chisec,15.8167,-90.2833,29.13,81,83,0.83,GT,1696201073
320,essaouira,31.5125,-9.77,23.72,60,65,1.54,MA,1696201073
321,bir el ater,34.7449,8.0602,18.64,56,0,0.95,DZ,1696201074
322,scottsboro,34.6723,-86.0341,29.49,45,46,2.02,US,1696201074
323,reggane,26.7158,0.1714,32.07,24,0,9.98,DZ,1696201074
324,touros,-5.1989,-35.4608,24.69,77,50,5.67,BR,1696201074
325,avarua,-21.2078,-159.775,24.03,83,75,4.63,CK,1696201074
326,tura,25.5198,90.2201,23.08,97,97,1.89,IN,1696201074
327,erenhot,43.6475,111.9767,13.92,31,100,2.87,CN,1696201074
328,cabo san lucas,22.8909,-109.9124,35.34,62,2,6.71,MX,1696200941
329,mount pearl,47.5166,-52.7813,13.97,78,75,10.29,CA,1696201075
330,verkhnevilyuysk,63.4453,120.3167,3.86,86,100,1.79,RU,1696201075
331,boiling springs,35.0465,-81.9818,26.08,51,0,2.06,US,1696201021
332,acarau,-2.8856,-40.12,25.65,79,20,7.71,BR,1696201075
333,cuatro cienegas de carranza,26.9833,-102.0833,31.93,38,11,7.32,MX,1696201075
334,troitsko-pechorsk,62.7084,56.1964,11.5,83,100,5.36,RU,1696201075
335,dongning,44.0622,131.1207,10.45,71,10,2.53,CN,1696201075
336,rabo de peixe,37.8,-25.5833,19.73,99,20,6.17,PT,1696201075
337,almeirim,-1.5233,-52.5817,30.07,47,80,0.78,BR,1696201076
338,sitka,57.0531,-135.33,12.94,82,100,4.12,US,1696201076
339,axim,4.8699,-2.2405,24.82,92,52,3.12,GH,1696201076
340,egilsstadir,65.2653,-14.3948,5.95,93,100,4.12,IS,1696201076
341,haiku-pauwela,20.9219,-156.3051,30.01,58,20,11.32,US,1696201076
342,saint-pierre,-21.3393,55.4781,21.82,64,0,2.57,RE,1696201076
343,okondja,-0.6549,13.6753,22.58,97,72,0.72,GA,1696201076
344,san martin de los andes,-40.1604,-71.3486,9.25,59,94,3.58,AR,1696201077
345,ludvika,60.1496,15.1878,7.89,94,81,1.76,SE,1696201077
346,mizan teferi,6.9833,35.5833,16.29,94,100,1.38,ET,1696201077
347,karachi,24.9056,67.0822,21.9,73,0,0.0,PK,1696201077
348,luena,-11.7833,19.9167,20.1,77,20,1.54,AO,1696201077
349,cambara,-23.0464,-50.0736,24.22,72,43,2.24,BR,1696201077
350,kavieng,-2.5744,150.7967,28.62,74,51,1.84,PG,1696201077
351,undurkhaan,47.3194,110.6556,8.92,40,100,0.79,MN,1696201077
352,bushehr,28.9684,50.8385,31.05,42,0,4.12,IR,1696201078
353,cill airne,52.05,-9.5167,10.55,96,100,2.08,IE,1696201078
354,usinsk,65.9939,57.5281,11.71,91,100,8.49,RU,1696201078
355,codrington,-38.2667,141.9667,14.29,58,1,4.88,AU,1696201078
356,datong,40.0936,113.2914,12.13,39,100,1.08,CN,1696201072
357,sabang,5.8933,95.3214,27.66,79,5,6.46,ID,1696201078
358,weno,7.4515,151.8468,28.97,89,100,2.06,FM,1696201078
359,puerto armuelles,8.2833,-82.8667,27.99,85,98,2.24,PA,1696201078
360,vallenar,-28.5708,-70.7581,14.77,53,0,2.32,CL,1696201078
361,buala,-8.145,159.5921,28.76,75,92,5.6,SB,1696201079
362,myeik,12.4333,98.6,25.48,89,97,1.45,MM,1696201079
363,hacienda huancane,-15.8222,-70.8856,7.54,49,83,7.85,PE,1696201079
364,aur,8.1499,171.1687,28.67,77,36,5.38,MH,1696201079
365,dampit,-8.2116,112.7493,20.13,74,27,1.43,ID,1696201079
366,eno,62.8051,30.1542,7.28,88,100,2.45,FI,1696201079
367,dryden,49.7833,-92.7503,18.16,94,100,4.63,CA,1696201079
368,tabou,4.423,-7.3528,24.79,89,71,4.28,CI,1696201079
369,qamdo,31.1667,97.2333,3.04,75,38,0.93,CN,1696201079
370,sinop,41.7711,34.8709,14.52,91,93,2.43,TR,1696201080
371,vilyuchinsk,52.9306,158.4028,4.15,91,99,2.53,RU,1696201080
372,basoko,1.2391,23.616,23.02,89,35,1.06,CD,1696201080
373,margate,51.3813,1.3862,16.28,90,96,0.45,GB,1696201080
374,conceicao do araguaia,-8.2578,-49.2647,34.6,26,71,3.49,BR,1696201080
375,figuig (centre),32.1089,-1.2286,23.36,29,0,1.36,MA,1696201080
376,coquimbo,-29.9533,-71.3436,13.85,82,100,4.12,CL,1696201080
377,kudahuvadhoo,2.6708,72.8944,28.01,74,89,5.32,MV,1696200858
378,lompoc,34.6391,-120.4579,21.55,65,0,6.26,US,1696201080
379,menongue,-14.6585,17.691,18.4,67,63,2.12,AO,1696201081
380,yulinshi,38.2906,109.7494,12.62,76,100,3.4,CN,1696200838
381,suomussalmi,64.8869,28.9078,4.85,96,67,1.78,FI,1696201081
382,kotlas,61.2611,46.6556,10.59,92,50,4.02,RU,1696201081
383,tazovsky,67.4667,78.7,0.19,94,100,7.33,RU,1696201081
384,al kharijah,25.4514,30.5464,26.92,30,46,5.71,EG,1696201081
385,omdurman,15.6445,32.4777,35.83,24,33,4.76,SD,1696201081
386,sidi ifni,29.3797,-10.173,28.2,35,100,3.47,MA,1696201081
387,kaa-khem,51.6833,94.7333,5.78,77,81,1.95,RU,1696201082
388,la passe,45.5549,-0.8967,19.13,61,54,2.92,FR,1696201082
389,bay harbor,30.1471,-85.6146,28.97,55,0,4.63,US,1696201082
390,boonville,38.9736,-92.7432,32.44,32,0,3.09,US,1696201078
391,callao,-12.0667,-77.15,20.16,73,20,6.17,PE,1696201082
392,paracuru,-3.41,-39.0306,25.55,79,15,6.07,BR,1696201082
393,guijuelo,40.5576,-5.6707,22.03,35,32,1.91,ES,1696201082
394,siwa oasis,29.2041,25.5195,24.4,51,100,3.44,EG,1696201083
395,svitavy,49.7559,16.4683,14.45,65,75,1.07,CZ,1696201083
396,hilo,19.7297,-155.09,28.95,72,100,3.09,US,1696200837
397,wotho,10.1657,166.0102,28.85,75,15,6.72,MH,1696201083
398,drayton valley,53.2168,-114.9854,13.38,49,77,2.99,CA,1696200840
399,mount isa,-20.7333,139.5,26.87,26,1,4.12,AU,1696201083
400,chos malal,-37.3781,-70.2709,18.02,24,100,5.21,AR,1696201083
401,rye,40.9807,-73.6837,24.54,75,0,3.6,US,1696201083
402,haifa,32.8156,34.9892,25.67,64,96,0.45,IL,1696200924
403,kanigiri,15.4,79.5167,26.32,70,100,7.33,IN,1696201084
404,thunder bay,48.4001,-89.3168,16.99,100,100,6.69,CA,1696200852
405,guiuan,11.0333,125.7247,28.93,76,100,6.25,PH,1696201084
406,tuy hoa,13.0833,109.3,24.67,92,90,2.1,VN,1696200875
407,gloucester,51.8657,-2.2431,17.98,91,100,0.45,GB,1696201084
408,arteche,12.2645,125.4048,27.83,79,91,4.73,PH,1696201084
409,orchard homes,46.8633,-114.0484,12.55,76,100,4.63,US,1696201084
410,talavera de la reina,39.9635,-4.8308,23.29,27,3,2.55,ES,1696201084
411,tateyama,34.9833,139.8667,23.94,71,89,6.29,JP,1696201085
412,lidkoping,58.5052,13.1577,12.01,94,74,3.92,SE,1696201085
413,katsuren-haebaru,26.3369,127.8719,28.21,43,0,5.66,JP,1696201085
414,lorengau,-2.0226,147.2712,28.88,70,37,1.27,PG,1696201085
415,harstad,68.799,16.5293,5.45,97,91,0.89,NO,1696201085
416,baglung,28.2719,83.5898,20.32,83,87,0.76,NP,1696201085
417,balykshi,47.0667,51.8667,8.0,66,0,2.0,KZ,1696201085
418,yarmouth,41.7057,-70.2286,17.26,90,100,7.15,US,1696201085
419,le vauclin,14.5452,-60.8388,30.03,79,75,5.14,MQ,1696201085
420,sisophon,13.5859,102.9737,24.68,93,99,2.19,KH,1696201086
421,toliara,-23.35,43.6667,23.13,85,0,2.65,MG,1696201086
422,cupar,56.3188,-3.012,12.53,84,79,2.6,GB,1696201086
423,kerikeri,-35.2268,173.9474,19.95,74,10,2.24,NZ,1696201086
424,port saint john's,-31.6229,29.5448,16.83,64,100,3.16,ZA,1696201086
425,balkashino,52.5167,68.7667,7.12,90,7,3.09,KZ,1696201086
426,hadibu,12.65,54.0333,26.26,83,20,3.94,YE,1696201086
427,turkmenabat,39.0733,63.5786,15.39,35,10,2.7,TM,1696201087
428,mglin,53.0591,32.8475,8.14,92,74,2.39,RU,1696201087
429,byarozawka,53.7214,25.4993,9.27,94,40,2.87,BY,1696201087
430,covington,39.0837,-84.5086,28.29,55,0,4.12,US,1696200932
431,ancud,-41.8697,-73.8203,6.46,93,100,2.52,CL,1696201087
432,sirte,31.2089,16.5887,23.83,63,0,3.6,LY,1696201087
433,lembeni,-3.7833,37.6167,19.34,78,3,1.46,TZ,1696201087
434,puerto santa,-8.9906,-78.6456,18.97,86,19,5.83,PE,1696201087
435,freetown,8.484,-13.2299,25.84,89,75,2.57,SL,1696200885
436,shevchenko,48.5,35.0,15.97,73,73,4.57,UA,1696201088
437,sambava,-14.2667,50.1667,21.55,94,31,2.25,MG,1696201088
438,hounde,11.5,-3.5167,26.98,69,85,2.22,BF,1696201088
439,altay,47.8667,88.1167,6.37,54,4,3.02,CN,1696201032
440,ayancik,41.9447,34.5861,19.73,82,85,5.98,TR,1696201088
441,fisterra,42.9049,-9.2629,18.19,76,83,4.05,ES,1696201088
442,necocli,8.4234,-76.786,26.57,91,97,2.09,CO,1696201088
443,koryazhma,61.3143,47.1691,10.51,88,40,5.51,RU,1696201088
444,kharabali,47.4196,47.2568,13.54,55,16,2.79,RU,1696201089
445,xiazhuang,34.9161,118.6389,17.26,62,100,0.45,CN,1696201089
446,wilhelmshaven,53.5167,8.1333,17.12,94,99,3.24,DE,1696201089
447,tofol,5.3248,163.0078,30.88,74,75,2.57,FM,1696201089
448,howrah,22.5892,88.3103,27.0,94,75,1.54,IN,1696201089
449,yambio,4.5721,28.3955,21.13,92,77,1.87,SS,1696201089
450,sona,45.4388,10.8255,18.66,79,0,2.06,IT,1696201089
451,whitby,54.4877,-0.615,14.65,87,79,0.89,GB,1696200592
452,byron bay,-28.65,153.6167,23.83,53,0,5.89,AU,1696200837
453,colonia,50.9333,6.95,19.38,80,0,1.54,DE,1696200873
454,idri,27.5,13.2667,26.43,38,81,6.31,LY,1696201090
455,alofi,-19.0595,-169.9187,25.94,57,93,8.75,NU,1696201090
456,as sulayyil,20.4607,45.5779,26.14,20,0,2.95,SA,1696201090
457,canutama,-6.5339,-64.3831,31.38,42,84,0.62,BR,1696201090
458,formosa,-26.1775,-58.1781,23.99,52,0,3.09,AR,1696201090
459,baoqing,46.3317,132.2111,9.19,74,16,4.13,CN,1696201090
460,boende,-0.2167,20.8667,23.81,83,13,1.03,CD,1696201090
461,bakau,13.4781,-16.6819,27.08,89,40,0.0,GM,1696201090
462,afaahiti,-17.75,-149.2833,26.93,88,39,7.34,PF,1696201091
463,miri,4.4148,114.0089,23.08,94,40,1.03,MY,1696201091
464,burao,9.5221,45.5336,25.95,32,7,3.51,SO,1696201091
465,lovington,32.944,-103.3485,28.43,47,14,8.85,US,1696200988
466,pinamalayan,13.0,121.4167,26.31,86,100,1.19,PH,1696201091
467,miles city,46.4083,-105.8406,11.54,93,100,6.17,US,1696201091
468,tsiombe,-25.3,45.4833,20.7,90,0,2.07,MG,1696201091
469,yung shue wan,22.2333,114.1167,28.75,83,47,9.63,HK,1696201002
470,galliano,29.4422,-90.2992,29.44,61,40,3.09,US,1696201091
471,pedernales,18.0384,-71.744,29.23,79,76,1.93,DO,1696201092
472,chernyshevskiy,63.0128,112.4714,-2.27,84,77,4.94,RU,1696201092
473,sao joao da barra,-21.6403,-41.0511,22.05,98,100,3.67,BR,1696201092
474,lakatoro,-16.0999,167.4164,25.6,72,99,8.74,VU,1696201092
475,gewane,10.1664,40.6453,30.35,32,17,1.26,ET,1696201092
476,hailun,47.45,126.9333,7.99,77,41,1.89,CN,1696201092
477,pangody,65.85,74.4859,3.89,100,100,4.26,RU,1696201093
478,zouerate,22.7187,-12.4521,31.42,14,96,3.83,MR,1696201093
479,mejit,10.2753,170.8646,28.2,78,78,5.3,MH,1696200894
480,copala,16.65,-98.9833,29.34,78,60,2.98,MX,1696201093
481,machico,32.7,-16.7667,23.17,83,20,1.03,PT,1696201093
482,mbekenyera,-10.0,38.9833,20.16,92,5,1.37,TZ,1696201093
483,galeras,9.161,-75.0481,27.48,87,98,5.31,CO,1696201093
484,al abyar,32.19,20.5965,19.98,80,2,2.98,LY,1696201093
485,porto velho,-8.7619,-63.9039,28.03,69,20,3.09,BR,1696201093
486,port macquarie,-31.4333,152.9167,24.38,62,59,4.9,AU,1696200956
487,coracao de jesus,-16.6853,-44.365,27.43,47,79,2.07,BR,1696201094
488,geraldton,-28.7667,114.6,17.23,77,100,7.72,AU,1696201094
489,sumberpucung,-8.1586,112.4829,20.45,84,18,1.08,ID,1696201094
490,suva,-18.1416,178.4415,23.71,83,75,5.66,FJ,1696200981
491,gorshechnoye,51.5244,38.0365,13.02,86,89,3.19,RU,1696201094
492,ketchikan,55.3422,-131.6461,10.99,93,100,6.17,US,1696201052
493,hailar,49.2,119.7,6.31,63,6,1.94,CN,1696201094
494,machagai,-26.9261,-60.0496,20.23,41,0,3.33,AR,1696201095
495,lasem,-6.6922,111.4527,24.5,72,5,2.62,ID,1696201095
496,labrador city,52.9463,-66.9114,9.95,62,20,1.54,CA,1696200861
497,nizhneangarsk,55.7833,109.55,1.11,77,62,2.24,RU,1696201095
498,carolina,18.3808,-65.9574,29.94,90,75,4.12,PR,1696201095
499,kisanga,-7.4362,37.7034,22.01,70,2,1.24,TZ,1696201095
500,nouadhibou,20.931,-17.0347,28.99,37,70,7.72,MR,1696201095
501,ilheus,-14.7889,-39.0494,25.9,73,100,4.12,BR,1696201095
502,oranjemund,-28.55,16.4333,14.81,79,0,1.99,NA,1696201096
503,sur,22.5667,59.5289,30.25,47,0,2.54,OM,1696201096
504,choyr,46.3611,108.3611,9.14,31,95,2.6,MN,1696201096
505,kievka,50.2619,71.5514,11.53,60,100,5.74,KZ,1696201096
506,trairi,-3.2778,-39.2689,25.6,77,16,5.03,BR,1696200888
507,saint-joseph,-21.3667,55.6167,21.21,73,2,1.51,RE,1696201096
508,yeppoon,-23.1333,150.7333,23.88,57,42,4.39,AU,1696201096
509,inongo,-1.95,18.2667,21.73,96,57,0.16,CD,1696201096
510,balqash,46.8481,74.995,13.93,58,100,8.89,KZ,1696201096
511,kencong,-8.2833,113.3667,22.71,86,15,1.26,ID,1696201097
512,port shepstone,-30.7414,30.455,17.09,61,100,1.42,ZA,1696200894
513,greenville,35.6127,-77.3663,22.86,79,0,0.45,US,1696200886
514,yemetsk,63.4721,41.7941,9.89,95,100,3.14,RU,1696201097
515,gadzhiyevo,69.2551,33.3362,4.89,83,99,8.35,RU,1696201097
516,nguruka,-5.1092,31.0419,23.5,47,17,1.85,TZ,1696201097
517,polokwane,-23.9045,29.4688,13.47,82,12,5.14,ZA,1696201097
518,ulricehamn,57.7916,13.4142,13.01,95,69,2.99,SE,1696201097
519,tsumeb,-19.2333,17.7167,26.32,13,0,3.72,NA,1696201098
520,naze,28.3667,129.4833,25.51,80,68,4.96,JP,1696201098
521,uri,34.0833,74.0333,15.27,67,19,1.76,IN,1696201098
522,la'ie,21.6477,-157.9253,30.98,71,10,4.02,US,1696201098
523,tapiramuta,-11.8472,-40.7914,19.83,76,4,1.55,BR,1696201098
524,kourou,5.1552,-52.6478,28.03,80,79,5.69,GF,1696201098
525,oyem,1.5995,11.5793,20.19,99,94,1.09,GA,1696201098
526,panajachel,14.7333,-91.15,23.28,93,83,0.82,GT,1696201098
527,sinan,34.8262,126.1086,14.06,52,100,6.06,KR,1696201099
528,island harbour,50.724,-1.2758,17.31,94,89,0.45,GB,1696201099
529,las terrenas,19.311,-69.5428,28.79,84,100,3.36,DO,1696201099
530,chany,55.3121,76.7647,2.5,59,15,2.08,RU,1696201099
531,sakaraha,-22.9,44.5333,17.99,89,1,1.79,MG,1696201099
532,shingu,33.7333,135.9833,20.85,64,13,2.1,JP,1696201099
533,rathdrum,47.8137,-116.892,19.1,52,75,4.12,US,1696201099
534,urengoy,65.9667,78.3667,0.62,99,100,2.68,RU,1696201099
535,novyy urgal,51.0736,132.5642,6.11,84,100,0.92,RU,1696201100
536,greymouth,-42.4667,171.2,12.28,88,100,9.77,NZ,1696201100
537,la foa,-21.7108,165.8276,23.2,53,41,3.2,NC,1696201100
538,darovskoy,58.77,47.9564,9.78,93,100,3.2,RU,1696201100
539,revda,56.801,59.9303,8.35,77,94,3.56,RU,1696201100
540,nanzhou,29.3596,112.4024,19.07,87,100,4.21,CN,1696201100
541,vallegrande,-18.4897,-64.1069,16.31,64,79,2.09,BO,1696201100
542,garissa,-0.4536,39.6401,24.53,68,6,7.51,KE,1696200861
543,myskhako,44.6714,37.7433,20.88,45,55,2.61,RU,1696201101
544,tamandare,-8.7597,-35.1047,23.49,75,3,2.86,BR,1696201101
545,vila franca do campo,37.7167,-25.4333,20.23,99,74,3.66,PT,1696201101
546,jaru,-10.4389,-62.4664,31.62,45,100,1.68,BR,1696201101
547,redmond,47.674,-122.1215,19.66,64,11,0.89,US,1696200970
548,bocas del toro,9.3333,-82.25,26.23,68,59,2.43,PA,1696201101
549,bikenibeu village,1.3673,173.1241,30.98,70,40,1.54,KI,1696201101
550,saguenay,48.4168,-71.0657,18.06,55,20,3.6,CA,1696200813
551,mirpur sakro,24.5474,67.6277,26.79,45,4,3.86,PK,1696201101
552,macapa,0.0389,-51.0664,29.99,70,20,5.66,BR,1696201101
553,shimoda,34.6667,138.95,21.72,74,69,6.06,JP,1696200878
554,stephenville,32.2207,-98.2023,31.8,33,0,5.66,US,1696201102
555,hithadhoo,-0.6,73.0833,27.62,76,83,5.09,MV,1696200856
556,zaozersk,69.4005,32.4476,3.83,87,93,7.37,RU,1696201102
557,coos bay,43.3665,-124.2179,19.63,82,20,8.23,US,1696201040
558,gobernador roca,-27.1864,-55.4643,19.27,51,0,2.88,AR,1696201102
559,sao felix do xingu,-6.6447,-51.995,29.85,38,22,1.4,BR,1696201102
560,nuuk,64.1835,-51.7216,0.49,86,96,2.09,GL,1696201102
561,rikaze,29.25,88.8833,10.55,57,89,0.6,CN,1696201102
562,buy,58.4786,41.53,8.38,94,12,3.67,RU,1696201102
563,satsumasendai,31.8167,130.3,17.73,66,60,2.99,JP,1696201103
564,rockland,41.1668,-74.0496,23.03,82,0,1.86,US,1696201103
565,juli,-16.2167,-69.45,7.77,76,72,1.05,PE,1696201103
566,monrovia,6.3005,-10.7969,25.87,87,91,2.08,LR,1696201103
567,campos belos,-13.0367,-46.7717,31.31,22,18,1.58,BR,1696201103
568,ishigaki,24.3448,124.1572,27.07,89,75,8.23,JP,1696201103
